crop_idx,soil_idx,irrigation,day_of_year,rain_7d,has_dry_gap,temp_mean,success
0,2,0,180,11.0,1,31.1,0
2,1,0,219,11.7,1,23.8,0
3,0,1,313,22.0,1,20.0,1
0,0,0,163,16.8,1,28.6,0
1,0,0,192,2.7,1,25.2,0
4,1,1,155,9.3,0,24.5,1
4,1,1,174,7.7,1,30.7,0
0,2,0,209,7.5,0,27.9,1
1,2,0,163,59.1,1,24.8,1
4,2,1,181,0.5,1,28.1,0
3,1,0,339,4.0,0,22.4,0
2,1,0,180,41.4,0,28.6,0
2,1,0,170,11.6,0,28.0,0
0,0,1,197,32.3,1,26.7,1
0,0,1,163,41.7,1,26.1,1
3,1,0,340,17.7,0,20.0,1
0,0,1,166,116.4,0,31.7,1
2,1,0,144,112.8,0,29.5,0
2,0,0,205,30.2,0,30.0,1
4,1,1,209,10.9,0,29.8,0
4,1,0,196,9.2,1,29.2,0
1,1,0,200,47.4,0,25.5,0
3,0,0,310,5.4,1,15.5,0
2,1,1,191,7.6,1,23.0,0
0,2,0,170,3.8,1,26.6,0
2,1,0,186,26.6,1,28.1,0
2,0,0,171,44.6,1,35.9,1
4,0,1,202,19.5,0,25.7,0
1,0,0,194,0.7,1,30.6,0
4,1,1,239,12.0,1,27.0,0
3,2,0,292,35.5,1,20.0,0
2,2,0,174,52.5,0,28.5,1
1,2,0,184,23.6,0,28.0,1
0,1,0,174,13.9,1,22.8,0
3,0,1,320,14.9,1,16.6,1
0,2,1,133,34.7,1,26.7,1
0,1,0,180,35.9,0,25.3,0
2,1,1,150,48.0,0,22.1,1
4,0,1,184,25.0,1,21.5,1
4,1,1,171,15.1,0,29.8,0
0,2,0,164,9.9,1,25.7,0
4,1,1,185,53.1,0,27.8,1
2,2,0,203,52.8,1,23.8,1
4,0,0,202,21.2,0,27.4,1
4,1,1,188,79.0,0,29.9,1
0,1,0,204,202.3,1,31.2,1
1,2,0,160,27.9,1,25.5,0
0,2,1,181,2.3,1,22.8,0
3,0,0,335,0.5,1,15.9,0
2,2,1,183,36.7,0,25.1,1
1,0,1,187,33.1,1,25.5,1
4,0,0,138,51.6,1,24.6,0
3,2,1,326,25.8,1,21.6,0
2,1,0,124,21.0,1,33.4,0
1,1,0,189,21.5,0,28.6,0
3,1,0,300,13.4,0,15.4,1
4,0,0,195,70.5,0,24.6,1
2,0,0,157,3.4,1,27.6,0
3,0,0,332,2.2,0,21.5,1
4,2,0,184,77.9,0,30.2,1
4,0,0,172,54.5,0,28.1,1
0,0,1,183,26.5,0,24.8,1
4,1,0,193,3.6,1,24.3,0
1,1,1,172,66.3,0,29.8,1
4,1,0,207,6.7,0,26.1,0
2,2,0,165,1.3,1,24.6,0
2,1,1,175,32.9,1,24.4,1
1,0,0,242,95.4,0,26.8,1
4,0,1,154,23.3,0,27.9,0
1,0,1,205,9.6,1,25.2,0
1,1,1,180,6.7,0,28.3,0
3,2,1,316,4.9,1,18.8,0
4,1,0,221,61.9,1,26.1,1
3,0,0,295,8.2,1,20.3,0
3,1,0,338,1.7,1,21.8,0
3,1,0,286,12.2,0,23.2,0
2,1,0,203,17.1,1,26.5,0
0,2,0,142,11.7,0,27.5,0
4,2,1,213,1.6,0,29.5,0
4,0,0,203,64.9,0,19.8,1
4,0,1,141,27.8,1,26.7,1
4,2,0,223,2.9,0,24.2,0
2,0,1,167,8.5,1,30.6,0
0,2,0,183,105.9,0,18.6,0
3,1,0,322,3.1,0,26.0,0
0,2,1,170,52.1,0,29.5,1
2,1,0,167,9.7,0,23.9,0
0,0,0,161,5.5,1,24.9,0
4,0,1,159,77.3,1,28.5,1
2,0,1,130,22.8,1,29.6,1
0,1,1,192,40.8,0,22.8,1
2,2,1,233,9.2,1,25.7,0
4,1,0,172,5.0,0,30.9,0
0,0,1,149,21.2,0,31.7,1
0,1,0,209,25.2,1,26.9,1
0,2,0,169,26.8,1,27.1,1
2,2,0,164,17.6,1,29.6,0
4,0,1,158,8.6,1,26.9,0
4,0,0,232,43.4,0,29.8,1
1,1,0,162,13.6,1,27.1,0
3,2,0,314,42.5,0,20.0,1
4,0,0,173,17.5,1,29.6,0
2,1,0,168,130.0,0,23.2,0
4,1,0,223,66.7,0,25.9,1
4,0,1,218,2.5,1,25.2,1
2,2,0,183,1.9,0,29.4,0
4,0,0,177,43.4,0,30.7,1
4,2,0,179,58.3,0,29.4,1
2,1,0,186,87.6,0,26.6,0
1,1,1,161,35.5,0,28.7,1
1,1,1,158,81.7,0,30.5,1
1,2,0,136,24.2,1,30.9,0
4,1,0,155,14.6,0,34.5,1
4,0,0,173,42.0,0,32.8,1
0,2,0,164,21.5,1,31.6,0
3,1,0,330,13.0,1,21.0,1
4,1,1,191,24.4,0,23.4,0
4,1,0,175,23.2,0,27.4,1
2,2,1,193,47.6,0,21.8,0
4,1,1,189,27.4,1,22.5,1
0,1,0,160,118.2,0,23.9,0
3,2,0,332,6.5,1,20.9,0
0,0,1,179,35.7,0,30.9,1
1,1,0,198,55.4,0,24.3,0
3,0,1,294,7.9,1,24.2,1
4,1,1,197,12.1,1,34.9,1
4,1,1,173,59.6,0,27.0,1
3,0,0,341,8.6,1,23.6,0
1,0,0,162,29.9,1,28.1,0
2,2,0,148,13.3,1,25.7,0
2,0,0,166,77.8,0,27.0,1
0,0,1,209,7.1,1,28.7,0
0,0,0,159,3.0,1,20.1,0
2,0,0,178,59.6,0,27.1,1
1,1,0,164,103.7,1,33.8,0
1,1,1,153,26.8,1,29.8,0
1,1,0,104,80.2,0,22.1,1
2,0,1,231,126.1,1,26.0,1
1,2,1,251,18.8,0,26.4,1
4,1,1,155,7.8,1,28.2,0
2,1,0,203,59.6,0,22.1,1
0,1,1,140,3.8,1,22.9,0
1,0,0,210,59.6,0,24.3,0
1,2,0,160,75.5,0,33.1,1
3,2,1,274,24.2,0,22.3,1
3,2,1,321,10.8,1,19.7,1
3,2,0,346,12.3,1,18.6,0
0,2,0,144,239.2,0,22.4,1
0,1,0,235,58.1,1,30.2,0
1,0,1,161,77.3,1,27.9,1
3,2,0,290,10.6,1,22.5,0
3,2,1,370,6.7,0,18.9,0
4,1,1,183,4.0,0,27.6,1
0,2,0,189,15.8,1,30.9,0
4,2,0,209,12.6,1,27.4,1
2,1,0,167,16.3,1,23.1,0
2,1,1,187,13.8,1,32.8,1
4,0,1,171,37.3,1,21.8,1
0,0,0,170,33.7,0,33.5,1
0,2,1,189,41.8,0,20.8,1
3,1,0,317,3.0,0,15.3,0
2,1,0,173,17.2,1,33.4,0
0,2,0,172,46.6,0,21.0,1
2,2,1,187,20.7,1,27.1,1
0,2,0,224,18.6,0,32.0,1
0,2,0,176,137.1,0,29.7,1
4,0,1,188,53.6,0,32.2,1
0,1,0,159,59.5,0,32.0,0
2,2,0,222,3.9,1,24.8,0
0,0,1,185,84.3,1,24.5,1
4,2,1,111,11.8,1,29.4,0
3,1,1,286,3.0,0,23.9,1
3,0,0,319,5.0,1,26.2,0
2,2,1,192,8.0,1,29.1,0
4,1,1,172,176.8,0,22.9,1
3,1,1,306,4.3,0,23.1,0
3,2,0,313,10.0,0,23.2,1
4,2,0,172,16.7,1,30.4,0
2,2,1,169,60.3,0,32.6,1
2,2,1,197,13.7,1,27.2,0
3,1,0,320,0.8,0,23.8,0
3,1,0,304,13.9,1,18.7,0
0,1,0,182,28.5,1,27.0,0
2,0,0,211,15.8,1,28.7,0
4,0,1,202,46.3,0,30.4,1
2,0,1,192,13.8,1,26.4,0
2,0,1,176,26.7,0,25.3,0
4,0,0,181,31.8,1,25.3,1
3,0,1,304,0.8,0,24.1,0
4,2,1,192,38.7,1,30.1,0
3,2,1,351,3.2,0,22.7,1
2,2,0,220,124.9,0,25.4,1
2,2,0,223,12.2,0,33.6,1
1,0,0,201,6.9,1,32.7,0
0,0,0,161,66.8,1,23.2,1
2,2,0,203,33.8,1,32.0,0
3,2,1,303,11.0,0,19.9,0
0,1,1,154,17.2,1,25.7,1
4,1,1,190,4.4,0,28.7,1
2,1,1,148,117.8,0,28.0,1
0,1,0,205,0.7,1,31.2,0
1,1,0,158,3.7,1,25.2,0
4,0,1,183,42.3,0,25.3,1
4,1,0,192,35.1,0,29.0,1
0,0,1,185,22.6,0,29.1,1
3,0,0,330,7.3,1,17.8,0
4,2,0,179,8.9,0,31.7,0
4,1,0,205,88.6,1,28.5,1
3,1,0,321,26.5,0,20.9,1
0,1,0,218,80.2,0,33.4,1
3,1,1,281,3.2,1,17.6,0
1,1,1,201,68.6,0,28.5,1
0,2,0,152,8.9,1,32.1,0
2,1,0,204,33.7,1,27.0,0
